tahun,provinsi,kab_kota,sisa_makanan,kayu_ranting,kertas_karbon,plastik,logam,kain,karet_kulit,kaca,jenis_lainnya,sampah_harian,sampah_tahunan
2022,Kalimantan Tengah,Kota Palangkaraya,42.05,4.33,8.54,19.49,1.28,2.36,2.18,2.04,17.73,151.91,"55,448.06"
2022,Kalimantan Selatan,Kab. Tanah Laut,,,,,,,,,,141.94,"51,807.37"
2022,Kalimantan Selatan,Kab. Kotabaru,52.50,2.30,5.60,23.10,0.80,1.60,0.70,1.60,11.80,181.22,"66,143.51"
2022,Kalimantan Selatan,Kab. Banjar,,,,,,,,,,408.49,"149,097.33"
2022,Kalimantan Selatan,Kab. Barito Kuala,59.50,9.50,10.50,12.00,3.10,1.90,0.50,2.00,1.00,96.38,"35,179.83"
2022,Kalimantan Selatan,Kab. Tapin,,,,,,,,,,82.10,"29,966.79"
2022,Kalimantan Selatan,Kab. Hulu Sungai Selatan,55.18,1.48,13.13,25.35,2.90,0.46,0.90,0.40,0.20,96.79,"35,330.10"
2022,Kalimantan Selatan,Kab. Hulu Sungai Tengah,,,,,,,,,,104.30,"38,070.08"
2022,Kalimantan Selatan,Kab. Tabalong,36.00,2.00,17.00,24.00,1.00,3.00,1.00,3.00,13.00,102.76,"37,507.84"
2022,Kalimantan Selatan,Kab. Tanah Bumbu,64.04,4.23,3.20,12.30,2.10,2.20,1.24,2.23,8.46,166.42,"60,743.48"
2022,Kalimantan Selatan,Kab. Balangan,57.46,10.24,10.95,14.62,2.06,1.67,0.72,1.20,1.08,56.37,"20,576.25"
2022,Kalimantan Selatan,Kota Banjarbaru,,51.24,0.43,32.35,0.86,0.00,,0.52,14.60,183.78,"67,079.71"
2022,Kalimantan Timur,Kab. Paser,54.99,0.22,10.20,13.64,1.38,13.56,1.20,3.52,1.29,118.63,"43,300.97"
2022,Kalimantan Timur,Kab. Kutai Kartanegara,73.92,0.98,10.43,7.86,2.04,1.57,0.55,1.75,0.90,313.77,"114,524.75"
2022,Kalimantan Timur,Kab. Berau,55.39,1.28,3.74,26.47,9.63,0.20,0.20,0.99,2.10,136.44,"49,801.88"
2022,Kalimantan Timur,Kab. Kutai Barat,,,,,,,,,,70.24,"25,639.06"
2022,Kalimantan Timur,Kab. Kutai Timur,42.00,20.00,8.00,23.00,3.00,1.00,1.00,1.00,1.00,212.81,"77,674.37"
2022,Kalimantan Timur,Kab. Penajam Paser Utara,46.13,1.09,20.87,29.83,0.22,0.02,0.67,0.83,0.34,95.98,"35,033.98"
2022,Kalimantan Timur,Kab. Mahakam Ulu,50.00,5.00,8.00,30.00,3.00,1.00,1.00,1.00,1.00,15.30,"5,584.64"
2022,Kalimantan Timur,Kota Balikpapan,42.30,6.36,10.26,7.20,3.87,2.94,0.98,6.56,19.53,514.73,"187,875.03"
2022,Kalimantan Timur,Kota Samarinda,53.39,7.00,17.00,19.90,0.65,0.62,0.06,0.92,0.46,587.25,"214,347.89"
2022,Kalimantan Timur,Kota Bontang,44.12,6.00,27.50,18.00,2.10,0.03,0.25,1.05,0.95,104.24,"38,046.40"
2022,Kalimantan Utara,Kab. Nunukan,46.40,8.20,23.40,21.30,0.20,0.20,0.10,0.10,0.10,42.68,"15,576.81"
2022,Kalimantan Utara,Kab. Tana Tidung,,,,,,,,,,14.19,"5,177.89"
2022,Sulawesi Utara,Kab. Bolaang Mongondow,49.98,14.52,8.50,10.80,4.05,3.33,2.90,2.32,3.60,125.24,"45,712.24"
2022,Sulawesi Utara,Kab. Minahasa,,,,,,,,,,174.34,"63,632.82"
2022,Sulawesi Utara,Kab. Kepulauan Sangihe,45.10,6.89,5.20,32.00,0.40,3.30,0.50,2.00,4.61,55.87,"20,393.86"
2022,Sulawesi Utara,Kab. Minahasa Selatan,20.00,12.00,12.00,36.00,4.00,4.00,5.00,2.00,5.00,94.59,"34,523.60"
2022,Sulawesi Utara,Kab. Minahasa Utara,45.55,15.50,13.65,16.35,1.25,1.55,2.35,2.35,1.45,118.12,"43,114.17"
2022,Sulawesi Utara,Kab. Minahasa Tenggara,,,,,,,,,,46.14,"16,840.95"
2022,Sulawesi Utara,Kab. Bolaang Mongondow Utara,30.00,25.00,5.00,30.00,1.00,5.00,1.00,3.00,,34.66,"12,651.86"
2022,Sulawesi Utara,Kab. Kep. Siau Tagulandang Biaro,25.00,10.00,20.00,30.00,4.00,5.00,3.00,3.00,,29.52,"10,776.55"
2022,Sulawesi Utara,Kab. Bolaang Mongondow Timur,1.00,20.00,3.00,5.00,,2.00,1.00,3.00,65.00,36.92,"13,476.24"
2022,Sulawesi Utara,Kab. Bolaang Mongondow Selatan,7.00,35.00,5.00,7.00,3.00,9.00,4.00,3.00,27.00,28.91,"10,553.46"
2022,Sulawesi Utara,Kota Manado,47.70,1.14,18.66,19.48,0.26,1.54,1.49,1.85,7.88,291.07,"106,241.06"
2022,Sulawesi Utara,Kota Bitung,50.20,2.05,16.03,15.07,0.36,1.48,1.37,1.83,11.61,159.06,"58,055.22"
2022,Sulawesi Utara,Kota Tomohon,,,,,,,,,,50.71,"18,510.43"
2022,Sulawesi Utara,Kota Kotamobagu,53.50,5.00,11.80,8.50,5.70,3.60,2.60,2.80,6.50,86.20,"31,463.80"
2022,Sulawesi Tengah,Kab. Banggai,33.00,12.00,21.00,15.00,6.00,3.00,2.00,2.00,6.00,188.40,"68,767.46"
2022,Sulawesi Tengah,Kab. Donggala,35.00,10.00,20.00,13.00,6.00,3.00,3.00,3.00,7.00,121.19,"44,232.89"
2022,Sulawesi Tengah,Kab. Morowali,2.20,3.00,2.50,8.88,3.10,1.50,2.00,0.20,3.00,83.96,"30,643.58"
2022,Sulawesi Tengah,Kab. Parigi Moutong,,,,,,,,,,226.25,"82,582.53"
2022,Sulawesi Tengah,Kab. Sigi,,,,,,,,,,128.79,"47,008.35"
2022,Sulawesi Tengah,Kab. Banggai Laut,,,,,,,,,,37.12,"13,549.90"
2022,Sulawesi Tengah,Kab. Morowali Utara,,,,,,,,,,61.12,"22,308.80"
2022,Sulawesi Tengah,Kota Palu,70.96,0.77,9.44,10.43,1.90,1.06,0.60,0.59,4.25,202.94,"74,073.65"
2022,Sulawesi Selatan,Kab. Kepulauan Selayar,50.00,8.17,15.00,15.00,4.90,2.60,3.50,0.50,0.33,55.19,"20,144.20"
2022,Sulawesi Selatan,Kab. Bulukumba,,,,,,,,,,178.92,"65,304.63"
2022,Sulawesi Selatan,Kab. Bantaeng,30.13,27.50,11.00,14.00,1.24,3.00,2.00,1.13,10.00,80.99,"29,562.37"
2022,Sulawesi Selatan,Kab. Jeneponto,28.00,17.00,9.50,19.50,5.50,1.50,4.00,2.00,13.00,162.20,"59,204.17"
2022,Sulawesi Selatan,Kab. Sinjai,31.50,13.00,31.09,14.68,8.20,0.87,0.44,0.08,0.14,107.73,"39,319.84"
2022,Sulawesi Selatan,Kab. Bone,52.30,1.00,10.10,10.70,3.10,0.50,1.10,1.10,20.10,405.80,"148,115.18"
2022,Sulawesi Selatan,Kab. Maros,75.42,9.85,3.18,6.69,2.21,0.11,0.14,0.12,2.28,161.51,"58,951.00"
2022,Sulawesi Selatan,Kab. Pangkajene Kepulauan,63.13,10.83,8.99,7.29,6.50,0.72,0.19,1.55,0.80,141.18,"51,530.55"
2022,Sulawesi Selatan,Kab. Barru,60.00,10.00,6.00,15.00,2.00,1.00,1.00,1.00,4.00,76.21,"27,817.23"
2022,Sulawesi Selatan,Kab. Soppeng,42.00,17.00,11.00,21.00,3.16,0.50,4.24,0.15,0.95,94.23,"34,393.80"
2022,Sulawesi Selatan,Kab. Wajo,41.10,17.34,7.10,17.03,2.03,3.90,6.49,2.90,2.11,151.86,"55,428.46"
2022,Sulawesi Selatan,Kab. Sidenreng Rappang,56.00,9.60,6.20,6.60,4.50,3.60,4.20,4.40,4.90,129.28,"47,186.32"
2022,Sulawesi Selatan,Kab. Pinrang,10.00,10.00,40.00,10.00,10.00,5.00,5.00,5.00,5.00,180.44,"65,861.77"
2022,Sulawesi Selatan,Kab. Enrekang,,,,,,,,,,114.36,"41,740.67"
2022,Sulawesi Selatan,Kab. Luwu Timur,40.00,10.00,25.00,15.00,3.00,1.00,2.00,2.00,2.00,120.20,"43,874.61"
2022,Sulawesi Selatan,Kab. Toraja Utara,,,,,,,,,,158.49,"57,847.76"
2022,Sulawesi Selatan,Kota Parepare,52.20,11.40,11.80,12.20,2.70,1.90,2.25,2.85,2.70,77.78,"28,388.97"
2022,Sulawesi Selatan,Kota Palopo,30.00,20.00,20.00,20.00,8.00,,,,2.00,93.67,"34,187.91"
2022,Sulawesi Tenggara,Kab. Kolaka,65.00,5.00,10.00,10.00,5.00,1.00,1.00,2.00,1.00,120.61,"44,021.60"
2022,Sulawesi Tenggara,Kab. Wakatobi,40.00,7.00,8.00,30.00,5.00,3.00,2.00,2.00,3.00,80.70,"29,455.57"
2022,Sulawesi Tenggara,Kab. Kolaka Utara,3.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,,55.73,"20,340.57"
2022,Sulawesi Tenggara,Kab. Buton Selatan,65.83,3.36,4.52,12.48,1.44,3.79,1.95,1.89,4.74,21.99,"8,026.71"
2022,Sulawesi Tenggara,Kota Kendari,43.65,17.44,16.78,17.25,1.54,0.72,1.06,1.16,0.40,269.80,"98,476.88"
2022,Sulawesi Tenggara,Kota Bau Bau,4.27,6.10,,0.61,,,,,87.82,81.98,"29,923.25"
2022,Gorontalo,Kab. Gorontalo,65.00,13.00,14.00,1.00,1.00,1.00,1.00,1.00,3.00,158.25,"57,762.71"
2022,Gorontalo,Kab. Bone Bolango,31.35,28.54,16.41,19.90,2.50,,,1.30,,49.86,"18,198.90"
2022,Gorontalo,Kab. Pohuwato,13.20,10.30,32.30,35.80,,,,2.10,6.30,59.08,"21,562.59"
2022,Gorontalo,Kota Gorontalo,17.00,20.00,10.00,36.00,2.00,3.00,5.00,7.00,,141.50,"51,646.51"
2022,Sulawesi Barat,Kab. Mamuju,,,,,,,,,,140.93,"51,438.36"
2022,Sulawesi Barat,Kab. Majene,,,,,,,,,,70.96,"25,898.94"
2022,Sulawesi Barat,Kab. Mamuju Tengah,,,,,,,,,,54.95,"20,057.48"
2022,Maluku,Kab. Maluku Tengah,,,2.70,22.50,,,,,0.06,169.89,"62,010.58"
2022,Maluku,Kab. Buru Selatan,39.00,18.00,14.00,22.00,1.00,1.00,1.00,1.00,3.00,31.11,"11,355.30"
2022,Maluku Utara,Kab. Halmahera Utara,49.86,15.90,12.79,13.34,0.84,4.19,0.89,2.08,0.11,138.35,"50,497.02"
2022,Maluku Utara,Kota Tidore Kepulauan,,,,,,,,,,46.31,"16,904.46"
2022,Papua,Kab. Jayapura,43.00,5.00,22.00,24.50,3.50,,,,,85.92,"31,360.25"
2022,Papua,Kab. Kepulauan Yapen,,,,,,,,,,45.97,"16,779.78"
2022,Papua,Kab. Biak Numfor,12.74,39.29,22.38,11.64,10.48,0.01,0.13,3.33,,58.72,"21,434.55"
2022,Papua,Kab. Sarmi,,,,,,,,,,16.74,"6,109.95"
2022,Papua,Kab. Waropen,10.00,15.00,20.00,20.00,10.00,5.00,10.00,5.00,5.00,14.48,"5,285.20"
2022,Papua,Kota Jayapura,,,,,,,,,,217.89,"79,528.32"
2022,Papua Barat,Kab. Manokwari,44.00,,11.00,26.00,,,,,19.00,163.36,"59,627.83"
2022,Papua Barat,Kab. Teluk Wondama,,,,,,,,,,18.35,"6,697.17"
2022,Papua Barat,Kab. Kaimana,10.00,15.00,20.00,25.00,10.00,5.00,10.00,5.00,,25.45,"9,290.42"
2022,Papua Selatan,Kab. Merauke,45.20,17.70,11.50,19.60,0.70,1.80,0.50,0.90,2.10,92.94,"33,924.12"
2022,Papua Selatan,Kab. Boven Digoel,15.00,13.00,20.00,15.00,1.00,5.00,2.00,10.00,19.00,26.08,"9,518.18"
2022,Papua Selatan,Kab. Asmat,20.00,11.80,15.00,40.00,4.00,2.40,3.00,1.80,2.00,45.55,"16,624.29"
2022,Papua Tengah,Kab. Mimika,,,,,,,,,,158.20,"57,742.09"
2022,Papua Barat Daya,Kab. Sorong,,,,,,,,,,49.76,"18,162.69"
2021,Aceh,Kab. Aceh Selatan,29.23,12.38,12.09,16.24,6.51,6.42,3.43,6.12,7.58,94.59,"34,527.10"
2021,Aceh,Kab. Gayo Lues,40.00,14.00,12.00,17.00,3.00,3.00,2.00,2.00,7.00,40.43,"14,757.24"
2021,Aceh,Kota Banda Aceh,30.40,17.30,11.10,16.60,1.00,3.50,3.00,3.00,14.10,248.67,"90,765.86"
2021,Aceh,Kota Sabang,26.50,16.60,10.50,22.60,6.10,4.30,4.30,3.70,5.40,16.83,"6,141.64"
2021,Aceh,Kota Langsa,18.00,21.00,9.00,10.00,14.00,10.00,7.00,7.00,4.00,92.83,"33,883.32"
2021,Aceh,Kota Subulussalam,30.00,10.00,15.00,15.00,2.00,8.00,3.00,2.00,15.00,45.29,"16,529.21"
2021,Sumatera Utara,Kab. Tapanuli Tengah,54.60,0.01,11.39,13.15,0.37,3.28,0.84,1.59,14.77,182.59,"66,644.80"
2021,Sumatera Utara,Kab. Tapanuli Utara,,,,,,6.00,,10.50,,128.22,"46,799.13"
2021,Sumatera Utara,Kab. Langkat,37.00,31.00,24.40,7.00,0.20,0.20,0.20,,,519.69,"189,685.76"
2021,Sumatera Utara,Kab. Karo,10.90,8.25,9.00,11.37,6.25,11.00,1.70,8.50,33.03,226.80,"82,781.59"
2021,Sumatera Utara,Kab. Deli Serdang,20.50,24.00,13.80,20.20,6.00,5.00,3.00,2.00,5.50,"1,118.16","408,129.86"
2021,Sumatera Utara,Kab. Simalungun,0.53,22.63,28.29,19.58,11.40,0.04,0.05,8.16,9.32,519.06,"189,456.90"
2021,Sumatera Utara,Kab. Asahan,,,,,,,,,,466.58,"170,300.09"
2021,Sumatera Utara,Kab. Toba,,,,,,,,,,85.40,"31,170.85"
2021,Sumatera Utara,Kota Medan,40.00,5.00,15.00,15.00,7.00,3.00,3.00,2.00,10.00,"1,767.16","645,012.56"
2021,Sumatera Utara,Kota Pematang Siantar,45.00,6.00,12.00,10.00,5.00,3.00,4.00,4.00,11.00,233.02,"85,052.00"
2021,Sumatera Utara,Kota Tebing Tinggi,62.70,1.73,11.43,16.65,0.73,2.60,0.71,1.83,1.62,123.50,"45,077.61"
2021,Sumatera Barat,Kab. Pesisir Selatan,20.40,19.60,23.00,19.00,16.00,0.42,1.58,,,151.33,"55,233.77"
2021,Sumatera Barat,Kab. Tanah Datar,69.34,,8.63,6.00,2.24,1.57,,3.33,8.89,128.24,"46,806.83"
2021,Sumatera Barat,Kab. Agam,,,,,,,,,,214.83,"78,412.95"
2021,Sumatera Barat,Kab. Lima Puluh Kota,,,,,,,,,,154.23,"56,295.41"
2021,Sumatera Barat,Kab. Pasaman,,,,,,,,,,121.24,"44,253.04"
2021,Sumatera Barat,Kab. Dharmasraya,,,40.00,29.00,27.00,,,,,102.50,"37,411.62"
2021,Sumatera Barat,Kab. Solok Selatan,34.25,0.78,16.35,25.69,0.13,0.59,0.55,2.41,19.25,73.94,"26,988.10"
2021,Sumatera Barat,Kota Padang,62.80,6.84,5.70,12.40,0.19,3.30,1.50,2.40,4.87,639.41,"233,385.96"
2021,Sumatera Barat,Kota Solok,45.66,11.37,10.01,22.02,0.62,0.52,0.19,1.20,8.41,53.87,"19,663.02"
2021,Sumatera Barat,Kota Sawahlunto,,,,,,,,,,18.75,"6,843.52"
2021,Sumatera Barat,Kota Padang Panjang,43.15,23.56,14.35,12.67,1.50,0.95,0.80,1.19,1.83,48.00,"17,519.42"
2021,Sumatera Barat,Kota Payakumbuh,51.62,7.43,11.42,21.54,0.65,1.56,0.57,0.87,4.34,98.80,"36,063.06"
2021,Riau,Kab. Indragiri Hilir,65.00,2.00,2.00,30.00,,1.00,,,,460.62,"168,125.39"
2021,Riau,Kab. Siak,39.00,15.00,10.00,26.00,1.00,2.00,2.00,3.00,2.00,191.07,"69,739.82"
2021,Riau,Kota Pekanbaru,59.00,3.00,12.00,10.00,2.00,1.00,1.00,1.00,11.00,967.49,"353,133.89"
2021,Riau,Kota Dumai,45.75,7.25,5.67,8.45,2.75,3.75,4.15,3.65,18.58,161.73,"59,029.99"
2021,Jambi,Kab. Merangin,40.00,5.00,11.00,5.00,30.00,1.00,5.00,1.00,2.00,198.75,"72,545.03"
2021,Jambi,Kab. Bungo,60.50,4.10,14.10,5.90,1.80,1.50,5.15,1.00,5.95,155.40,"56,722.46"
2021,Jambi,Kota Jambi,16.11,23.84,7.38,44.07,0.89,0.57,1.23,0.30,5.61,433.17,"158,106.98"
2021,Sumatera Selatan,Kab. Muara Enim,61.02,8.07,7.38,17.18,1.14,1.33,0.36,0.31,3.21,406.74,"148,459.04"
2021,Sumatera Selatan,Kab. Lahat,50.00,15.00,5.00,15.00,5.00,,,5.00,5.00,307.84,"112,361.75"
2021,Sumatera Selatan,Kab. Musi Banyuasin,50.00,10.00,10.00,10.00,10.00,1.00,5.00,3.00,1.00,248.88,"90,842.08"
2021,Sumatera Selatan,Kab. Ogan Komering Ulu Timur,12.00,9.00,22.00,27.00,3.00,5.00,3.00,2.00,17.00,280.08,"102,228.32"
2021,Sumatera Selatan,Kota Palembang,56.90,5.40,15.10,17.50,0.50,2.70,0.30,0.80,0.80,"1,180.25","430,791.65"
2021,Sumatera Selatan,Kota Prabumulih,52.50,9.80,5.60,24.60,2.00,1.80,0.80,1.70,1.20,97.06,"35,426.54"
2021,Bengkulu,Kab. Seluma,45.00,35.00,7.00,8.00,4.00,0.50,,0.50,,106.76,"38,966.12"
2021,Lampung,Kab. Lampung Tengah,5.00,40.00,4.00,48.00,,2.00,,1.00,,473.17,"172,707.86"
2021,Lampung,Kab. Tanggamus,36.32,22.03,8.92,16.80,4.07,3.08,2.58,4.86,1.34,245.98,"89,783.28"
2021,Lampung,Kab. Way Kanan,0.60,0.19,0.04,0.08,0.04,0.02,0.02,0.01,0.00,191.88,"70,036.49"
2021,Lampung,Kab. Pringsewu,33.00,15.00,5.00,6.00,15.00,,,3.00,23.00,162.73,"59,396.16"
2021,Lampung,Kota Bandar Lampung,40.40,12.90,11.70,17.40,3.10,2.50,1.80,2.30,7.90,770.22,"281,129.15"
2021,Lampung,Kota Metro,56.47,6.24,9.40,24.07,0.56,1.25,0.27,0.88,0.86,103.87,"37,912.84"
2021,Kepulauan Bangka Belitung,Kab. Bangka,39.85,13.96,12.07,16.97,3.37,2.69,1.98,2.31,6.80,130.51,"47,634.69"
2021,Kepulauan Bangka Belitung,Kab. Belitung,0.75,40.00,2.00,30.00,2.50,3.00,3.00,5.00,13.75,72.69,"26,533.31"
2021,Kepulauan Bangka Belitung,Kab. Bangka Selatan,17.77,29.46,10.04,12.01,14.97,3.84,3.98,4.99,2.94,80.13,"29,247.45"
2021,Kepulauan Bangka Belitung,Kab. Bangka Tengah,41.90,8.50,3.80,14.40,3.80,4.90,0.00,5.60,17.10,81.17,"29,627.05"
2021,Kepulauan Bangka Belitung,Kota Pangkal Pinang,51.90,13.60,7.20,13.50,2.20,3.10,2.00,1.60,4.90,160.00,"58,399.38"
2021,Kepulauan Riau,Kab. Bintan,37.66,5.40,23.89,14.00,0.70,5.25,4.60,3.00,5.50,55.69,"20,326.42"
2021,Kepulauan Riau,Kab. Karimun,23.00,19.00,24.00,24.50,4.00,2.50,1.50,1.20,0.30,181.62,"66,289.99"
2021,Kepulauan Riau,Kota Tanjung Pinang,,,,,,,,,,151.69,"55,366.32"
2021,DKI Jakarta,Kab. Adm. Kep. Seribu,,,,,,,,,,17.62,"6,429.48"
2021,DKI Jakarta,Kota Adm. Jakarta Pusat,,,,,,,,,,847.39,"309,298.18"
2021,DKI Jakarta,Kota Adm. Jakarta Utara,,,,,,,,,,"1,354.67","494,454.86"
2021,DKI Jakarta,Kota Adm. Jakarta Barat,,,,,,,,,,"1,997.51","729,092.61"
2021,DKI Jakarta,Kota Adm. Jakarta Selatan,,,,,,,,,,"1,937.54","707,201.35"
2021,DKI Jakarta,Kota Adm. Jakarta Timur,,,,,,,,,,"2,293.04","836,961.37"
2021,Jawa Barat,Kab. Bandung,,,,,,,,,,"1,268.33","462,939.17"
2021,Jawa Barat,Kab. Garut,59.30,,6.30,20.50,1.00,2.60,,3.40,6.90,"1,120.06","408,821.79"
2021,Jawa Barat,Kab. Ciamis,34.40,0.40,15.00,15.00,10.70,6.40,1.70,16.10,0.30,572.10,"208,818.25"
2021,Jawa Barat,Kab. Cirebon,,,,,,,,,,"1,237.12","451,549.60"
2021,Jawa Barat,Kab. Sumedang,20.00,5.00,15.00,40.00,3.00,3.00,2.00,2.00,10.00,442.36,"161,462.89"
2021,Jawa Barat,Kab. Indramayu,27.00,6.40,25.00,35.80,1.00,1.80,0.80,0.70,1.50,"1,102.62","402,455.25"
2021,Jawa Barat,Kota Bogor,40.00,14.00,20.00,15.00,1.00,2.50,0.50,1.00,6.00,673.76,"245,922.33"
2021,Jawa Barat,Kota Sukabumi,59.35,,9.08,12.61,0.42,0.90,,0.60,17.04,180.26,"65,795.65"
2021,Jawa Barat,Kota Bandung,44.52,3.98,13.12,16.70,0.90,4.75,2.38,1.97,11.68,"1,592.55","581,280.03"
2021,Jawa Barat,Kota Cirebon,49.22,11.76,5.56,19.01,0.71,1.76,0.58,1.43,9.97,204.47,"74,631.55"
2021,Jawa Barat,Kota Bekasi,65.20,7.20,4.20,15.60,0.20,6.30,0.50,0.50,0.30,"2,375.99","867,236.75"
2021,Jawa Barat,Kota Depok,62.95,0.57,6.10,21.36,0.14,0.57,0.50,0.57,7.24,"1,314.14","479,660.75"
2021,Jawa Barat,Kota Cimahi,,50.60,8.60,15.60,3.10,5.30,,3.00,13.80,274.77,"100,289.42"
2021,Jawa Tengah,Kab. Cilacap,57.67,10.63,9.71,16.42,1.33,1.25,0.51,0.65,1.83,943.59,"344,409.04"
2021,Jawa Tengah,Kab. Banyumas,36.00,6.00,6.00,30.00,9.00,5.00,3.00,5.00,,535.23,"195,357.75"
2021,Jawa Tengah,Kab. Purbalingga,60.51,2.20,8.91,18.35,0.71,2.34,5.18,0.88,0.92,505.71,"184,585.06"
2021,Jawa Tengah,Kab. Purworejo,3.00,67.00,6.00,9.00,4.00,0.50,0.30,1.00,8.20,288.82,"105,420.18"
2021,Jawa Tengah,Kab. Wonosobo,,,,,,,,,,363.00,"132,496.46"
2021,Jawa Tengah,Kab. Magelang,37.80,3.90,26.20,17.90,1.30,1.10,0.80,2.40,8.60,681.65,"248,800.43"
2021,Jawa Tengah,Kab. Boyolali,,,,,,,,,,290.85,"106,159.34"
2021,Jawa Tengah,Kab. Klaten,67.42,3.82,10.46,15.05,0.10,0.42,0.08,0.65,2.00,590.30,"215,458.83"
2021,Jawa Tengah,Kab. Sukoharjo,62.40,1.88,8.01,15.93,1.68,1.98,1.82,1.27,5.03,359.45,"131,200.56"
2021,Jawa Tengah,Kab. Wonogiri,25.00,10.00,20.00,25.00,5.00,5.00,2.50,5.00,2.50,439.37,"160,369.61"
2021,Jawa Tengah,Kab. Karanganyar,63.00,2.00,5.00,20.00,1.00,2.00,2.00,3.00,2.00,361.84,"132,071.89"
2021,Jawa Tengah,Kab. Sragen,74.70,0.80,8.40,11.30,0.50,1.90,0.30,1.80,0.30,586.17,"213,952.27"
2021,Jawa Tengah,Kab. Blora,20.00,5.00,18.00,40.00,10.00,2.00,2.00,2.50,0.50,226.85,"82,801.58"
2021,Jawa Tengah,Kab. Rembang,38.12,1.59,13.38,34.45,0.93,1.88,0.77,1.33,7.55,245.66,"89,666.36"
2021,Jawa Tengah,Kab. Pati,,,,,,,,,,662.09,"241,664.31"
2021,Jawa Tengah,Kab. Jepara,32.24,22.75,10.86,21.70,0.78,2.12,0.53,1.68,7.34,400.08,"146,028.40"
2021,Jawa Tengah,Kab. Demak,32.30,20.76,9.06,23.07,0.60,1.77,0.44,1.23,10.77,722.37,"263,666.36"
2021,Jawa Tengah,Kab. Semarang,3.00,9.00,23.00,30.00,4.00,4.00,2.00,5.00,20.00,526.55,"192,189.00"
2021,Jawa Tengah,Kab. Temanggung,37.97,22.81,11.09,14.91,2.31,2.39,1.18,2.46,4.88,500.17,"182,562.96"
2021,Jawa Tengah,Kab. Batang,28.00,13.00,13.00,16.00,7.00,6.00,3.00,6.00,8.00,324.16,"118,317.38"
2021,Jawa Tengah,Kab. Pekalongan,2.00,6.00,7.00,9.00,1.00,3.00,1.00,,71.00,387.53,"141,447.87"
2021,Jawa Tengah,Kab. Pemalang,,,,,,,,,,588.60,"214,837.39"
2021,Jawa Tengah,Kab. Tegal,20.00,16.00,18.00,33.00,3.00,2.00,2.00,1.00,5.00,670.74,"244,819.49"
2021,Jawa Tengah,Kab. Brebes,2.00,80.00,2.00,11.00,1.00,1.00,1.00,1.00,1.00,983.19,"358,865.26"
2021,Jawa Tengah,Kota Magelang,33.70,13.30,18.80,21.50,0.80,1.80,0.50,3.70,5.90,80.68,"29,447.93"
2021,Jawa Tengah,Kota Salatiga,,,,,,,,,,112.24,"40,969.24"
2021,Jawa Tengah,Kota Semarang,60.79,,10.18,17.20,1.22,4.94,1.00,1.79,2.88,"1,180.14","430,749.75"
2021,Jawa Tengah,Kota Tegal,54.00,11.00,8.50,14.00,1.00,7.00,2.00,2.00,0.50,201.57,"73,573.52"
2021,D.I. Yogyakarta,Kab. Kulon Progo,67.18,,12.60,17.22,1.68,0.21,,1.11,,177.14,"64,654.35"
2021,D.I. Yogyakarta,Kab. Sleman,,,,,,,,,,735.57,"268,481.59"
2021,D.I. Yogyakarta,Kota Yogyakarta,50.21,10.91,6.18,10.79,2.12,0.68,0.13,10.66,8.32,327.40,"119,501.69"
2021,Jawa Timur,Kab. Pacitan,68.40,2.90,8.30,17.00,0.50,0.20,0.20,0.50,2.00,286.73,"104,654.83"
2021,Jawa Timur,Kab. Ponorogo,44.76,0.36,16.53,21.89,0.48,6.61,1.43,0.60,7.34,387.78,"141,540.58"
2021,Jawa Timur,Kab. Trenggalek,,,,,,,,,,293.96,"107,293.65"
2021,Jawa Timur,Kab. Tulungagung,48.00,16.00,7.00,6.50,9.00,6.70,2.50,2.00,2.30,548.30,"200,127.68"
2021,Jawa Timur,Kab. Blitar,70.85,1.00,12.45,7.50,0.90,1.94,0.52,0.92,3.92,409.93,"149,623.83"
2021,Jawa Timur,Kab. Kediri,46.40,22.47,4.28,11.31,0.20,2.02,0.63,4.75,7.94,533.82,"194,845.76"
2021,Jawa Timur,Kab. Lumajang,40.25,17.35,10.65,17.80,1.15,3.25,1.45,1.50,6.60,501.50,"183,048.96"
2021,Jawa Timur,Kab. Banyuwangi,3.12,0.84,18.98,21.78,0.94,1.52,0.57,2.55,49.70,"1,252.87","457,297.22"
2021,Jawa Timur,Kab. Situbondo,,,,,,,,,,257.17,"93,865.59"
2021,Jawa Timur,Kab. Jombang,48.85,7.27,7.93,12.50,1.24,2.71,1.33,1.24,16.93,530.37,"193,583.44"
2021,Jawa Timur,Kab. Nganjuk,61.50,2.00,13.10,12.30,6.00,1.00,1.00,1.00,2.10,443.87,"162,013.72"
2021,Jawa Timur,Kab. Magetan,25.00,25.00,8.00,20.00,1.50,2.00,1.80,1.30,15.40,268.32,"97,938.55"
2021,Jawa Timur,Kab. Ngawi,38.30,3.80,10.40,30.60,2.40,2.30,3.70,3.50,5.00,356.72,"130,204.03"
2021,Jawa Timur,Kab. Bojonegoro,,,,,,,,,,536.50,"195,823.81"
2021,Jawa Timur,Kab. Tuban,58.52,15.32,5.78,11.02,0.17,1.62,0.10,1.33,6.14,503.17,"183,655.24"
2021,Jawa Timur,Kab. Lamongan,30.00,12.00,9.00,18.00,8.00,2.00,2.00,1.00,18.00,221.94,"81,008.10"
