tahun,provinsi,kab_kota,sisa_makanan,kayu_ranting,kertas_karton,plastik,logam,kain,karet_kulit,kaca,jenis_lainnya,sampah_harian,sampah_tahunan,anorganik,organik
2022,Banten,Kab. Lebak,30.0,12.0,10.0,15.0,8.0,5.0,5.0,10.0,5.0,59147.0,21588524.0,53.0,42.0
2022,Banten,Kab. Tangerang,38.15,19.5,14.89,18.6,1.55,3.16,0.83,2.28,1.04,230547.0,84149768.0,41.31,57.65
2022,Banten,Kab. Serang,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,113584.0,41458197.0,39.34,54.71
2022,Banten,Kota Tangerang,57.65,0.44,13.18,19.66,1.07,2.32,0.8,0.37,4.51,138153.0,50425812.0,37.4,58.089999999999996
2022,Banten,Kota Cilegon,40.0,17.0,10.0,16.0,4.0,2.58,1.95,1.0,7.12,22786.0,8316908.0,35.53,57.0
2022,Banten,Kota Serang,66.05,5.06,8.1,20.05,0.3,0.13,0.21,0.09,0.01,58483.0,21346402.0,28.88,71.11
2022,Banten,Kota Tangerang Selatan,35.63,14.08,13.45,17.36,0.38,0.67,0.48,0.85,17.1,97263.0,35500943.0,33.19,49.71
2022,Bali,Kab. Jembrana,27.37,47.94,0.84,19.04,0.71,0.03,3.13,0.61,0.33,16294.0,5947292.0,24.36,75.31
2022,Bali,Kab. Badung,16.0,33.9,11.1,28.4,2.6,2.1,0.67,0.9,4.33,32733.0,11947458.0,45.77,49.9
2022,Bali,Kab. Gianyar,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,53890.0,19669850.0,39.34,54.71
2022,Bali,Kab. Klungkung,29.0,41.0,4.0,14.0,1.0,2.58,7.0,2.27,4.0,10313.0,3764355.0,30.849999999999998,70.0
2022,Bali,Kab. Bangli,13.0,69.0,1.8,5.5,3.4,0.01,1.03,3.2,3.06,11188.0,4083605.0,14.939999999999998,82.0
2022,Bali,Kab. Karangasem,59.0,10.0,18.0,8.0,1.0,1.0,1.0,1.0,1.0,31154.0,11371183.0,30.0,69.0
2022,Bali,Kab. Buleleng,4.0,68.41,6.69,14.69,0.23,1.79,0.52,0.77,2.9,39256.0,14328367.0,24.689999999999998,72.41
2022,Bali,Kota Denpasar,6.57,69.85,6.34,8.21,1.52,0.47,0.55,1.12,5.37,86661.0,31631265.0,18.21,76.41999999999999
2022,Nusa Tenggara Barat,Kab. Lombok Barat,20.0,11.4,19.3,0.78,9.7,0.3,7.6,0.1,9.0,28859.0,10533608.0,37.78,31.4
2022,Nusa Tenggara Barat,Kab. Lombok Tengah,55.0,14.21,9.0,13.0,10.0,2.58,1.95,2.27,13.0,41990.0,15326350.0,38.800000000000004,69.21000000000001
2022,Nusa Tenggara Barat,Kab. Lombok Timur,36.0,23.0,3.5,19.0,7.0,4.0,3.0,4.0,0.5,53756.0,19620955.0,40.5,59.0
2022,Nusa Tenggara Barat,Kab. Sumbawa,38.21,8.18,12.19,20.34,2.36,0.51,0.68,4.28,13.25,25978.0,9482043.0,40.36,46.39
2022,Nusa Tenggara Barat,Kab. Bima,40.0,5.0,5.0,20.0,3.2,2.58,1.95,2.27,30.0,27699.0,10110208.0,35.00000000000001,45.0
2022,Nusa Tenggara Barat,Kab. Lombok Utara,60.0,5.0,5.0,15.0,5.0,2.0,2.0,2.0,4.0,10259.0,3744608.0,31.0,65.0
2022,Nusa Tenggara Barat,Kota Mataram,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,26421.0,9643687.0,39.34,54.71
2022,Nusa Tenggara Barat,Kota Bima,34.0,22.0,7.0,20.0,6.0,5.0,2.0,4.0,7.12,8271.0,3018937.0,44.0,56.0
2022,Nusa Tenggara Timur,Kab. Manggarai Barat,20.0,25.0,15.0,28.0,3.0,2.0,1.95,5.0,2.0,8486.0,3097244.0,54.95,45.0
2022,Nusa Tenggara Timur,Kota Kupang,28.5,16.5,14.0,20.5,5.0,3.0,1.5,2.5,8.5,22793.0,8319263.0,46.5,45.0
2022,Kalimantan Barat,Kab. Sambas,40.0,5.6,14.2,25.0,0.3,1.0,0.9,2.0,11.0,31812.0,11611200.0,43.4,45.6
2022,Kalimantan Barat,Kab. Mempawah,1.0,8.1,1.6,13.4,15.1,2.58,8.3,2.27,52.5,8403.0,3066965.0,43.25000000000001,9.1
2022,Kalimantan Barat,Kab. Sanggau,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,24614.0,8984183.0,39.34,54.71
2022,Kalimantan Barat,Kab. Kapuas Hulu,44.77,1.32,12.8,28.62,2.2,1.51,2.56,2.29,3.93,13333.0,4866381.0,49.980000000000004,46.09
2022,Kalimantan Barat,Kota Pontianak,12.0,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,40154.0,14656071.0,39.34,26.21
2022,Kalimantan Barat,Kota Singkawang,76.0,14.21,8.4,7.8,3.6,2.58,1.95,2.27,4.2,9397.0,3429793.0,26.6,90.21000000000001
2022,Kalimantan Tengah,Kab. Kapuas,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,21161.0,7723583.0,39.34,54.71
2022,Kalimantan Tengah,Kab. Barito Selatan,80.0,12.0,4.0,1.0,1.0,1.0,1.95,2.27,1.0,6696.0,2443967.0,11.219999999999999,92.0
2022,Kalimantan Tengah,Kab. Barito Utara,30.0,12.0,14.0,20.0,5.0,5.0,2.0,2.0,10.0,6193.0,2260387.0,48.0,42.0
2022,Kalimantan Tengah,Kab. Seruyan,30.0,15.0,10.5,25.0,2.0,1.5,5.0,2.5,8.5,8219.0,2999935.0,46.5,45.0
2022,Kalimantan Tengah,Kab. Gunung Mas,18.0,10.0,10.0,50.0,3.0,0.5,2.0,1.0,5.5,10153.0,3705836.0,66.5,28.0
2022,Kalimantan Tengah,Kab. Pulang Pisau,23.51,26.74,13.31,25.13,3.19,2.41,0.83,1.79,3.09,6834.0,2494574.0,46.65999999999999,50.25
2022,Kalimantan Tengah,Kab. Murung Raya,20.0,10.0,10.0,25.0,2.0,8.0,4.0,5.0,16.0,5573.0,2033981.0,54.0,30.0
2022,Kalimantan Tengah,Kab. Barito Timur,32.0,9.0,7.0,37.0,1.0,5.0,6.5,1.2,1.3,4602.0,1679832.0,57.7,41.0
2022,Kalimantan Tengah,Kota Palangkaraya,42.05,4.33,8.54,19.49,1.28,2.36,2.18,2.04,17.73,15191.0,5544806.0,35.89,46.379999999999995
2022,Kalimantan Selatan,Kab. Tanah Laut,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,14194.0,5180737.0,39.34,54.71
2022,Kalimantan Selatan,Kab. Kotabaru,52.5,2.3,5.6,23.1,0.8,1.6,0.7,1.6,11.8,18122.0,6614351.0,33.400000000000006,54.8
2022,Kalimantan Selatan,Kab. Banjar,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,40849.0,14909733.0,39.34,54.71
2022,Kalimantan Selatan,Kab. Barito Kuala,59.5,9.5,10.5,12.0,3.1,1.9,0.5,2.0,1.0,9638.0,3517983.0,30.0,69.0
2022,Kalimantan Selatan,Kab. Tapin,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,8210.0,2996679.0,39.34,54.71
2022,Kalimantan Selatan,Kab. Hulu Sungai Selatan,55.18,1.48,13.13,25.35,2.9,0.46,0.9,0.4,0.2,9679.0,3533010.0,43.14,56.66
2022,Kalimantan Selatan,Kab. Hulu Sungai Tengah,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,10430.0,3807008.0,39.34,54.71
2022,Kalimantan Selatan,Kab. Tabalong,36.0,2.0,17.0,24.0,1.0,3.0,1.0,3.0,13.0,10276.0,3750784.0,49.0,38.0
2022,Kalimantan Selatan,Kab. Tanah Bumbu,64.04,4.23,3.2,12.3,2.1,2.2,1.24,2.23,8.46,16642.0,6074348.0,23.27,68.27000000000001
2022,Kalimantan Selatan,Kab. Balangan,57.46,10.24,10.95,14.62,2.06,1.67,0.72,1.2,1.08,5637.0,2057625.0,31.219999999999995,67.7
2022,Kalimantan Selatan,Kota Banjarbaru,40.5,51.24,0.43,32.35,0.86,0.0,1.95,0.52,14.6,18378.0,6707971.0,36.11000000000001,91.74000000000001
2022,Kalimantan Timur,Kab. Paser,54.99,0.22,10.2,13.64,1.38,13.56,1.2,3.52,1.29,11863.0,4330097.0,43.50000000000001,55.21
2022,Kalimantan Timur,Kab. Kutai Kartanegara,73.92,0.98,10.43,7.86,2.04,1.57,0.55,1.75,0.9,31377.0,11452475.0,24.2,74.9
2022,Kalimantan Timur,Kab. Berau,55.39,1.28,3.74,26.47,9.63,0.2,0.2,0.99,2.1,13644.0,4980188.0,41.23000000000001,56.67
2022,Kalimantan Timur,Kab. Kutai Barat,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,7024.0,2563906.0,39.34,54.71
2022,Kalimantan Timur,Kab. Kutai Timur,42.0,20.0,8.0,23.0,3.0,1.0,1.0,1.0,1.0,21281.0,7767437.0,37.0,62.0
2022,Kalimantan Timur,Kab. Penajam Paser Utara,46.13,1.09,20.87,29.83,0.22,0.02,0.67,0.83,0.34,9598.0,3503398.0,52.440000000000005,47.220000000000006
2022,Kalimantan Timur,Kab. Mahakam Ulu,50.0,5.0,8.0,30.0,3.0,1.0,1.0,1.0,1.0,1530.0,558464.0,44.0,55.0
2022,Kalimantan Timur,Kota Balikpapan,42.3,6.36,10.26,7.2,3.87,2.94,0.98,6.56,19.53,51473.0,18787503.0,31.810000000000002,48.66
2022,Kalimantan Timur,Kota Samarinda,53.39,7.0,17.0,19.9,0.65,0.62,0.06,0.92,0.46,58725.0,21434789.0,39.15,60.39
2022,Kalimantan Timur,Kota Bontang,44.12,6.0,27.5,18.0,2.1,0.03,0.25,1.05,0.95,10424.0,3804640.0,48.93,50.12
2022,Kalimantan Utara,Kab. Nunukan,46.4,8.2,23.4,21.3,0.2,0.2,0.1,0.1,0.1,4268.0,1557681.0,45.30000000000001,54.599999999999994
2022,Kalimantan Utara,Kab. Tana Tidung,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,1419.0,517789.0,39.34,54.71
2022,Sulawesi Utara,Kab. Bolaang Mongondow,49.98,14.52,8.5,10.8,4.05,3.33,2.9,2.32,3.6,12524.0,4571224.0,31.9,64.5
2022,Sulawesi Utara,Kab. Minahasa,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,17434.0,6363282.0,39.34,54.71
2022,Sulawesi Utara,Kab. Kepulauan Sangihe,45.1,6.89,5.2,32.0,0.4,3.3,0.5,2.0,4.61,5587.0,2039386.0,43.4,51.99
2022,Sulawesi Utara,Kab. Minahasa Selatan,20.0,12.0,12.0,36.0,4.0,4.0,5.0,2.0,5.0,9459.0,3452360.0,63.0,32.0
2022,Sulawesi Utara,Kab. Minahasa Utara,45.55,15.5,13.65,16.35,1.25,1.55,2.35,2.35,1.45,11812.0,4311417.0,37.5,61.05
2022,Sulawesi Utara,Kab. Minahasa Tenggara,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,4614.0,1684095.0,39.34,54.71
2022,Sulawesi Utara,Kab. Bolaang Mongondow Utara,30.0,25.0,5.0,30.0,1.0,5.0,1.0,3.0,7.12,3466.0,1265186.0,45.0,55.0
2022,Sulawesi Utara,Kab. Kep. Siau Tagulandang Biaro,25.0,10.0,20.0,30.0,4.0,5.0,3.0,3.0,7.12,2952.0,1077655.0,65.0,35.0
2022,Sulawesi Utara,Kab. Bolaang Mongondow Timur,1.0,20.0,3.0,5.0,3.2,2.0,1.0,3.0,65.0,3692.0,1347624.0,17.2,21.0
2022,Sulawesi Utara,Kab. Bolaang Mongondow Selatan,7.0,35.0,5.0,7.0,3.0,9.0,4.0,3.0,27.0,2891.0,1055346.0,31.0,42.0
2022,Sulawesi Utara,Kota Manado,47.7,1.14,18.66,19.48,0.26,1.54,1.49,1.85,7.88,29107.0,10624106.0,43.28,48.84
2022,Sulawesi Utara,Kota Bitung,50.2,2.05,16.03,15.07,0.36,1.48,1.37,1.83,11.61,15906.0,5805522.0,36.13999999999999,52.25
2022,Sulawesi Utara,Kota Tomohon,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,5071.0,1851043.0,39.34,54.71
2022,Sulawesi Utara,Kota Kotamobagu,53.5,5.0,11.8,8.5,5.7,3.6,2.6,2.8,6.5,8620.0,3146380.0,35.0,58.5
2022,Sulawesi Tengah,Kab. Banggai,33.0,12.0,21.0,15.0,6.0,3.0,2.0,2.0,6.0,18840.0,6876746.0,49.0,45.0
2022,Sulawesi Tengah,Kab. Donggala,35.0,10.0,20.0,13.0,6.0,3.0,3.0,3.0,7.0,12119.0,4423289.0,48.0,45.0
2022,Sulawesi Tengah,Kab. Morowali,2.2,3.0,2.5,8.88,3.1,1.5,2.0,0.2,3.0,8396.0,3064358.0,18.18,5.2
2022,Sulawesi Tengah,Kab. Parigi Moutong,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,22625.0,8258253.0,39.34,54.71
2022,Sulawesi Tengah,Kab. Sigi,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,12879.0,4700835.0,39.34,54.71
2022,Sulawesi Tengah,Kab. Banggai Laut,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,3712.0,1354990.0,39.34,54.71
2022,Sulawesi Tengah,Kab. Morowali Utara,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,6112.0,2230880.0,39.34,54.71
2022,Sulawesi Tengah,Kota Palu,70.96,0.77,9.44,10.43,1.9,1.06,0.6,0.59,4.25,20294.0,7407365.0,24.019999999999996,71.72999999999999
2022,Sulawesi Selatan,Kab. Kepulauan Selayar,50.0,8.17,15.0,15.0,4.9,2.6,3.5,0.5,0.33,5519.0,2014420.0,41.5,58.17
2022,Sulawesi Selatan,Kab. Bulukumba,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,17892.0,6530463.0,39.34,54.71
2022,Sulawesi Selatan,Kab. Bantaeng,30.13,27.5,11.0,14.0,1.24,3.0,2.0,1.13,10.0,8099.0,2956237.0,32.37,57.629999999999995
2022,Sulawesi Selatan,Kab. Jeneponto,28.0,17.0,9.5,19.5,5.5,1.5,4.0,2.0,13.0,16220.0,5920417.0,42.0,45.0
2022,Sulawesi Selatan,Kab. Sinjai,31.5,13.0,31.09,14.68,8.2,0.87,0.44,0.08,0.14,10773.0,3931984.0,55.35999999999999,44.5
2022,Sulawesi Selatan,Kab. Bone,52.3,1.0,10.1,10.7,3.1,0.5,1.1,1.1,20.1,40580.0,14811518.0,26.6,53.3
2022,Sulawesi Selatan,Kab. Maros,75.42,9.85,3.18,6.69,2.21,0.11,0.14,0.12,2.28,16151.0,5895100.0,12.450000000000001,85.27
2022,Sulawesi Selatan,Kab. Pangkajene Kepulauan,63.13,10.83,8.99,7.29,6.5,0.72,0.19,1.55,0.8,14118.0,5153055.0,25.240000000000002,73.96000000000001
2022,Sulawesi Selatan,Kab. Barru,60.0,10.0,6.0,15.0,2.0,1.0,1.0,1.0,4.0,7621.0,2781723.0,26.0,70.0
2022,Sulawesi Selatan,Kab. Soppeng,42.0,17.0,11.0,21.0,3.16,0.5,4.24,0.15,0.95,9423.0,3439380.0,40.05,59.0
2022,Sulawesi Selatan,Kab. Wajo,41.1,17.34,7.1,17.03,2.03,3.9,6.49,2.9,2.11,15186.0,5542846.0,39.45,58.44
2022,Sulawesi Selatan,Kab. Sidenreng Rappang,56.0,9.6,6.2,6.6,4.5,3.6,4.2,4.4,4.9,12928.0,4718632.0,29.5,65.6
2022,Sulawesi Selatan,Kab. Pinrang,10.0,10.0,40.0,10.0,10.0,5.0,5.0,5.0,5.0,18044.0,6586177.0,75.0,20.0
2022,Sulawesi Selatan,Kab. Enrekang,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,11436.0,4174067.0,39.34,54.71
2022,Sulawesi Selatan,Kab. Luwu Timur,40.0,10.0,25.0,15.0,3.0,1.0,2.0,2.0,2.0,12020.0,4387461.0,48.0,50.0
2022,Sulawesi Selatan,Kab. Toraja Utara,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,15849.0,5784776.0,39.34,54.71
2022,Sulawesi Selatan,Kota Parepare,52.2,11.4,11.8,12.2,2.7,1.9,2.25,2.85,2.7,7778.0,2838897.0,33.699999999999996,63.6
2022,Sulawesi Selatan,Kota Palopo,30.0,20.0,20.0,20.0,8.0,2.58,1.95,2.27,2.0,9367.0,3418791.0,54.800000000000004,50.0
2022,Sulawesi Tenggara,Kab. Kolaka,65.0,5.0,10.0,10.0,5.0,1.0,1.0,2.0,1.0,12061.0,4402160.0,29.0,70.0
2022,Sulawesi Tenggara,Kab. Wakatobi,40.0,7.0,8.0,30.0,5.0,3.0,2.0,2.0,3.0,8070.0,2945557.0,50.0,47.0
2022,Sulawesi Tenggara,Kab. Kolaka Utara,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,7.12,5573.0,2034057.0,8.0,4.0
2022,Sulawesi Tenggara,Kab. Buton Selatan,65.83,3.36,4.52,12.48,1.44,3.79,1.95,1.89,4.74,2199.0,802671.0,26.07,69.19
2022,Sulawesi Tenggara,Kota Kendari,43.65,17.44,16.78,17.25,1.54,0.72,1.06,1.16,0.4,26980.0,9847688.0,38.51,61.09
2022,Sulawesi Tenggara,Kota Bau Bau,4.27,6.1,11.75,0.61,3.2,2.58,1.95,2.27,87.82,8198.0,2992325.0,22.36,10.37
2022,Gorontalo,Kab. Gorontalo,65.0,13.0,14.0,1.0,1.0,1.0,1.0,1.0,3.0,15825.0,5776271.0,19.0,78.0
2022,Gorontalo,Kab. Bone Bolango,31.35,28.54,16.41,19.9,2.5,2.58,1.95,1.3,7.12,4986.0,1819890.0,44.64,59.89
2022,Gorontalo,Kab. Pohuwato,13.2,10.3,32.3,35.8,3.2,2.58,1.95,2.1,6.3,5908.0,2156259.0,77.92999999999999,23.5
2022,Gorontalo,Kota Gorontalo,17.0,20.0,10.0,36.0,2.0,3.0,5.0,7.0,7.12,14150.0,5164651.0,63.0,37.0
2022,Sulawesi Barat,Kab. Mamuju,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,14093.0,5143836.0,39.34,54.71
2022,Sulawesi Barat,Kab. Majene,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,7096.0,2589894.0,39.34,54.71
2022,Sulawesi Barat,Kab. Mamuju Tengah,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,5495.0,2005748.0,39.34,54.71
2022,Maluku,Kab. Maluku Tengah,40.5,14.21,2.7,22.5,3.2,2.58,1.95,2.27,0.06,16989.0,6201058.0,35.2,54.71
2022,Maluku,Kab. Buru Selatan,39.0,18.0,14.0,22.0,1.0,1.0,1.0,1.0,3.0,3111.0,1135530.0,40.0,57.0
2022,Maluku Utara,Kab. Halmahera Utara,49.86,15.9,12.79,13.34,0.84,4.19,0.89,2.08,0.11,13835.0,5049702.0,34.129999999999995,65.76
2022,Maluku Utara,Kota Tidore Kepulauan,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,4631.0,1690446.0,39.34,54.71
2022,Papua,Kab. Jayapura,43.0,5.0,22.0,24.5,3.5,2.58,1.95,2.27,7.12,8592.0,3136025.0,56.800000000000004,48.0
2022,Papua,Kab. Kepulauan Yapen,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,4597.0,1677978.0,39.34,54.71
2022,Papua,Kab. Biak Numfor,12.74,39.29,22.38,11.64,10.48,0.01,0.13,3.33,7.12,5872.0,2143455.0,47.97,52.03
2022,Papua,Kab. Sarmi,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,1674.0,610995.0,39.34,54.71
2022,Papua,Kab. Waropen,10.0,15.0,20.0,20.0,10.0,5.0,10.0,5.0,5.0,1448.0,528520.0,70.0,25.0
2022,Papua,Kota Jayapura,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,21789.0,7952832.0,39.34,54.71
2022,Papua Barat,Kab. Manokwari,44.0,14.21,11.0,26.0,3.2,2.58,1.95,2.27,19.0,16336.0,5962783.0,47.00000000000001,58.21
2022,Papua Barat,Kab. Teluk Wondama,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,1835.0,669717.0,39.34,54.71
2022,Papua Barat,Kab. Kaimana,10.0,15.0,20.0,25.0,10.0,5.0,10.0,5.0,7.12,2545.0,929042.0,75.0,25.0
2022,Papua Selatan,Kab. Merauke,45.2,17.7,11.5,19.6,0.7,1.8,0.5,0.9,2.1,9294.0,3392412.0,35.0,62.900000000000006
2022,Papua Selatan,Kab. Boven Digoel,15.0,13.0,20.0,15.0,1.0,5.0,2.0,10.0,19.0,2608.0,951818.0,53.0,28.0
2022,Papua Selatan,Kab. Asmat,20.0,11.8,15.0,40.0,4.0,2.4,3.0,1.8,2.0,4555.0,1662429.0,66.2,31.8
2022,Papua Tengah,Kab. Mimika,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,15820.0,5774209.0,39.34,54.71
2022,Papua Barat Daya,Kab. Sorong,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,4976.0,1816269.0,39.34,54.71
2021,Aceh,Kab. Aceh Selatan,29.23,12.38,12.09,16.24,6.51,6.42,3.43,6.12,7.58,9459.0,3452710.0,50.809999999999995,41.61
2021,Aceh,Kab. Gayo Lues,40.0,14.0,12.0,17.0,3.0,3.0,2.0,2.0,7.0,4043.0,1475724.0,39.0,54.0
2021,Aceh,Kota Banda Aceh,30.4,17.3,11.1,16.6,1.0,3.5,3.0,3.0,14.1,24867.0,9076586.0,38.2,47.7
2021,Aceh,Kota Sabang,26.5,16.6,10.5,22.6,6.1,4.3,4.3,3.7,5.4,1683.0,614164.0,51.5,43.1
2021,Aceh,Kota Langsa,18.0,21.0,9.0,10.0,14.0,10.0,7.0,7.0,4.0,9283.0,3388332.0,57.0,39.0
2021,Aceh,Kota Subulussalam,30.0,10.0,15.0,15.0,2.0,8.0,3.0,2.0,15.0,4529.0,1652921.0,45.0,40.0
2021,Sumatera Utara,Kab. Tapanuli Tengah,54.6,0.01,11.39,13.15,0.37,3.28,0.84,1.59,14.77,18259.0,6664480.0,30.62,54.61
2021,Sumatera Utara,Kab. Tapanuli Utara,40.5,14.21,11.75,17.59,3.2,6.0,1.95,10.5,7.12,12822.0,4679913.0,50.99,54.71
2021,Sumatera Utara,Kab. Langkat,37.0,31.0,24.4,7.0,0.2,0.2,0.2,2.27,7.12,51969.0,18968576.0,34.269999999999996,68.0
2021,Sumatera Utara,Kab. Karo,10.9,8.25,9.0,11.37,6.25,11.0,1.7,8.5,33.03,22680.0,8278159.0,47.82,19.15
2021,Sumatera Utara,Kab. Deli Serdang,20.5,24.0,13.8,20.2,6.0,5.0,3.0,2.0,5.5,111816.0,40812986.0,50.0,44.5
2021,Sumatera Utara,Kab. Simalungun,0.53,22.63,28.29,19.58,11.4,0.04,0.05,8.16,9.32,51906.0,18945690.0,67.52,23.16
2021,Sumatera Utara,Kab. Asahan,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,46658.0,17030009.0,39.34,54.71
2021,Sumatera Utara,Kab. Toba,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,8540.0,3117085.0,39.34,54.71
2021,Sumatera Utara,Kota Medan,40.0,5.0,15.0,15.0,7.0,3.0,3.0,2.0,10.0,176716.0,64501256.0,45.0,45.0
2021,Sumatera Utara,Kota Pematang Siantar,45.0,6.0,12.0,10.0,5.0,3.0,4.0,4.0,11.0,23302.0,8505200.0,38.0,51.0
2021,Sumatera Utara,Kota Tebing Tinggi,62.7,1.73,11.43,16.65,0.73,2.6,0.71,1.83,1.62,12350.0,4507761.0,33.949999999999996,64.43
2021,Sumatera Barat,Kab. Pesisir Selatan,20.4,19.6,23.0,19.0,16.0,0.42,1.58,2.27,7.12,15133.0,5523377.0,62.27,40.0
2021,Sumatera Barat,Kab. Tanah Datar,69.34,14.21,8.63,6.0,2.24,1.57,1.95,3.33,8.89,12824.0,4680683.0,23.72,83.55000000000001
2021,Sumatera Barat,Kab. Agam,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,21483.0,7841295.0,39.34,54.71
2021,Sumatera Barat,Kab. Lima Puluh Kota,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,15423.0,5629541.0,39.34,54.71
2021,Sumatera Barat,Kab. Pasaman,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,12124.0,4425304.0,39.34,54.71
2021,Sumatera Barat,Kab. Dharmasraya,40.5,14.21,40.0,29.0,27.0,2.58,1.95,2.27,7.12,10250.0,3741162.0,102.8,54.71
2021,Sumatera Barat,Kab. Solok Selatan,34.25,0.78,16.35,25.69,0.13,0.59,0.55,2.41,19.25,7394.0,2698810.0,45.72000000000001,35.03
2021,Sumatera Barat,Kota Padang,62.8,6.84,5.7,12.4,0.19,3.3,1.5,2.4,4.87,63941.0,23338596.0,25.490000000000002,69.64
2021,Sumatera Barat,Kota Solok,45.66,11.37,10.01,22.02,0.62,0.52,0.19,1.2,8.41,5387.0,1966302.0,34.56,57.029999999999994
2021,Sumatera Barat,Kota Sawahlunto,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,1875.0,684352.0,39.34,54.71
2021,Sumatera Barat,Kota Padang Panjang,43.15,23.56,14.35,12.67,1.5,0.95,0.8,1.19,1.83,4800.0,1751942.0,31.46,66.71
2021,Sumatera Barat,Kota Payakumbuh,51.62,7.43,11.42,21.54,0.65,1.56,0.57,0.87,4.34,9880.0,3606306.0,36.61,59.05
2021,Riau,Kab. Indragiri Hilir,65.0,2.0,2.0,30.0,3.2,1.0,1.95,2.27,7.12,46062.0,16812539.0,40.42000000000001,67.0
2021,Riau,Kab. Siak,39.0,15.0,10.0,26.0,1.0,2.0,2.0,3.0,2.0,19107.0,6973982.0,44.0,54.0
2021,Riau,Kota Pekanbaru,59.0,3.0,12.0,10.0,2.0,1.0,1.0,1.0,11.0,96749.0,35313389.0,27.0,62.0
2021,Riau,Kota Dumai,45.75,7.25,5.67,8.45,2.75,3.75,4.15,3.65,18.58,16173.0,5902999.0,28.419999999999995,53.0
2021,Jambi,Kab. Merangin,40.0,5.0,11.0,5.0,30.0,1.0,5.0,1.0,2.0,19875.0,7254503.0,53.0,45.0
2021,Jambi,Kab. Bungo,60.5,4.1,14.1,5.9,1.8,1.5,5.15,1.0,5.95,15540.0,5672246.0,29.450000000000003,64.6
2021,Jambi,Kota Jambi,16.11,23.84,7.38,44.07,0.89,0.57,1.23,0.3,5.61,43317.0,15810698.0,54.44,39.95
2021,Sumatera Selatan,Kab. Muara Enim,61.02,8.07,7.38,17.18,1.14,1.33,0.36,0.31,3.21,40674.0,14845904.0,27.7,69.09
2021,Sumatera Selatan,Kab. Lahat,50.0,15.0,5.0,15.0,5.0,2.58,1.95,5.0,5.0,30784.0,11236175.0,34.53,65.0
2021,Sumatera Selatan,Kab. Musi Banyuasin,50.0,10.0,10.0,10.0,10.0,1.0,5.0,3.0,1.0,24888.0,9084208.0,39.0,60.0
2021,Sumatera Selatan,Kab. Ogan Komering Ulu Timur,12.0,9.0,22.0,27.0,3.0,5.0,3.0,2.0,17.0,28008.0,10222832.0,62.0,21.0
2021,Sumatera Selatan,Kota Palembang,56.9,5.4,15.1,17.5,0.5,2.7,0.3,0.8,0.8,118025.0,43079165.0,36.9,62.3
